race,t_pre,t_2026,delta,had_sc,n_sc_laps
976,5021.85245306389,5021.85245306389,0.0,False,0
977,5021.85245306389,5021.85245306389,0.0,False,0
978,5503.568717740755,5501.168717740755,2.4000000000005457,True,9
979,5021.85245306389,5021.85245306389,0.0,False,0
980,5940.1866045189545,5936.986604518954,3.2000000000007276,True,18
981,5021.85245306389,5021.85245306389,0.0,False,0
982,5182.661685055481,5181.46168505548,1.2000000000007276,True,3
983,5273.310099233133,5271.310099233134,1.9999999999990905,True,5
984,5076.322399895808,5076.322399895808,0.0,True,1
985,5021.85245306389,5021.85245306389,0.0,False,0
986,5021.85245306389,5021.85245306389,0.0,False,0
987,5021.85245306389,5021.85245306389,0.0,False,0
988,5021.85245306389,5021.85245306389,0.0,False,0
989,5284.02725026892,5282.027250268921,1.9999999999990905,True,5
990,5170.148914406016,5168.948914406016,1.199999999999818,True,3
991,5215.732503438126,5214.132503438125,1.6000000000003638,True,4
992,5125.5071675336785,5124.707167533678,0.8000000000001819,True,2
993,5021.85245306389,5021.85245306389,0.0,False,0
994,5021.85245306389,5021.85245306389,0.0,False,0
995,5021.85245306389,5021.85245306389,0.0,False,0
996,5021.85245306389,5021.85245306389,0.0,False,0
997,5555.659310046626,5554.059310046626,1.6000000000003638,True,10
998,5120.687193323502,5119.887193323502,0.7999999999992724,True,2
999,5021.85245306389,5021.85245306389,0.0,False,0
